央妈频道,#genre#
CCTV-9纪录,http://113.109.55.170:6328/rtp/239.77.0.135:5146
CCTV-9纪录,http://113.109.55.170:6328/rtp/239.77.1.160:5146
CCTV-9纪录,http://113.109.55.170:6328/rtp/239.77.1.168:5146
CCTV-9纪录_标,http://113.109.55.170:6328/rtp/239.77.0.38:5146
CCTV-9纪录_标,http://113.109.55.170:6328/rtp/239.77.1.65:5146
CCTV-9纪录高清,http://113.109.55.170:6328/udp/239.77.0.135:5146
CCTV-10科教,http://113.109.55.170:6328/rtp/239.77.0.134:5146
CCTV-10科教,http://113.109.55.170:6328/rtp/239.77.1.113:5146
CCTV-10科教,http://113.109.55.170:6328/rtp/239.77.1.169:5146
CCTV-10科教_标,http://113.109.55.170:6328/rtp/239.77.0.39:5146
CCTV-10科教_标,http://113.109.55.170:6328/rtp/239.77.1.25:5146
CCTV-10科教高清,http://113.109.55.170:6328/udp/239.77.0.134:5146
CCTV-11戏曲,http://113.109.55.170:6328/rtp/239.77.1.238:5146
CCTV-11戏曲_标,http://113.109.55.170:6328/rtp/239.77.0.40:5146
CCTV-11戏曲_标,http://113.109.55.170:6328/rtp/239.77.1.42:5146
CCTV-11戏曲高清,http://113.109.55.170:6328/udp/239.77.1.238:5146
CCTV-12社会与法,http://113.109.55.170:6328/rtp/239.77.0.136:5146
CCTV-12社会与法,http://113.109.55.170:6328/rtp/239.77.1.109:5146
CCTV-12社会与法,http://113.109.55.170:6328/rtp/239.77.1.170:5146
CCTV-12社会与法_标,http://113.109.55.170:6328/rtp/239.77.0.41:5146
CCTV-12社会与法_标,http://113.109.55.170:6328/rtp/239.77.1.10:5146
CCTV-12社会与法高清,http://113.109.55.170:6328/udp/239.77.0.136:5146
CCTV-13新闻,http://113.109.55.170:6328/rtp/239.77.0.188:5146
CCTV-13新闻,http://113.109.55.170:6328/rtp/239.253.43.196:5146
CCTV-13新闻_标,http://113.109.55.170:6328/rtp/239.77.0.42:5146
CCTV-13新闻_标,http://113.109.55.170:6328/rtp/239.77.1.26:5146
CCTV-13新闻高清,http://113.109.55.170:6328/udp/239.77.0.188:5146
CCTV-14少儿,http://113.109.55.170:6328/rtp/239.77.0.133:5146
CCTV-14少儿,http://113.109.55.170:6328/rtp/239.77.1.161:5146
CCTV-14少儿,http://113.109.55.170:6328/rtp/239.77.1.171:5146
CCTV-14少儿_标,http://113.109.55.170:6328/rtp/239.77.0.43:5146
CCTV-14少儿_标,http://113.109.55.170:6328/rtp/239.77.1.43:5146
CCTV-14少儿高清,http://113.109.55.170:6328/udp/239.77.0.133:5146
CCTV-14高清,http://113.109.55.170:6328/udp/239.77.0.133:5146
CCTV-15音乐,http://113.109.55.170:6328/rtp/239.77.1.239:5146
CCTV-15音乐_标,http://113.109.55.170:6328/rtp/239.77.0.44:5146
CCTV-15音乐_标,http://113.109.55.170:6328/rtp/239.77.1.11:5146
CCTV-15音乐高清,http://113.109.55.170:6328/udp/239.77.1.239:5146
CCTV-16奥林匹克,http://113.109.55.170:6328/rtp/239.77.0.165:5146
CCTV-16奥林匹克,http://113.109.55.170:6328/rtp/239.77.1.76:5146
CCTV-16奥林匹克4K_标,http://113.109.55.170:6328/rtp/239.77.1.98:5146
CCTV-16奥林匹克高清,http://113.109.55.170:6328/udp/239.77.1.76:5146
CCTV-17农业农村,http://113.109.55.170:6328/rtp/239.77.0.198:5146
CCTV-17农业农村,http://113.109.55.170:6328/rtp/239.77.1.121:5146
CCTV-17农业农村_标,http://113.109.55.170:6328/rtp/239.77.0.115:5146
CCTV-17农业农村_标,http://113.109.55.170:6328/rtp/239.77.1.123:5146
CCTV-17农业高清,http://113.109.55.170:6328/udp/239.77.0.198:5146
CCTV世界地理,http://113.109.55.170:6328/rtp/239.253.43.24:5146
CCTV世界地理,http://113.109.55.170:6328/rtp/239.253.43.7:5146
CCTV兵器科技,http://113.109.55.170:6328/rtp/239.253.43.18:5146
CCTV兵器科技,http://113.109.55.170:6328/rtp/239.253.43.9:5146
CCTV发现之旅_标,http://113.109.55.170:6328/rtp/239.77.1.112:5146
CCTV央视台球,http://113.109.55.170:6328/rtp/239.253.43.21:5146
CCTV央视台球,http://113.109.55.170:6328/rtp/239.253.43.11:5146
CCTV央视文化精品,http://113.109.55.170:6328/rtp/239.253.43.27:5146
CCTV央视文化精品,http://113.109.55.170:6328/rtp/239.253.43.13:5146
CCTV女性时尚,http://113.109.55.170:6328/rtp/239.253.43.23:5146
CCTV女性时尚,http://113.109.55.170:6328/rtp/239.253.43.8:5146
CCTV怀旧剧场,http://113.109.55.170:6328/rtp/239.253.43.25:5146
CCTV怀旧剧场,http://113.109.55.170:6328/rtp/239.253.43.5:5146
CCTV电视指南,http://113.109.55.170:6328/rtp/239.253.43.19:5146
CCTV电视指南,http://113.109.55.170:6328/rtp/239.253.43.10:5146
CCTV第一剧场,http://113.109.55.170:6328/rtp/239.253.43.28:5146
CCTV第一剧场,http://113.109.55.170:6328/rtp/239.253.43.15:5146
CCTV风云剧场,http://113.109.55.170:6328/rtp/239.253.43.26:5146
CCTV风云剧场,http://113.109.55.170:6328/rtp/239.253.43.16:5146
CCTV风云足球,http://113.109.55.170:6328/rtp/239.253.43.20:5146
CCTV风云足球,http://113.109.55.170:6328/rtp/239.253.43.14:5146
CCTV风云音乐,http://113.109.55.170:6328/rtp/239.253.43.29:5146
CCTV风云音乐,http://113.109.55.170:6328/rtp/239.253.43.6:5146
CCTV高尔夫·网球,http://113.109.55.170:6328/rtp/239.253.43.22:5146
CCTV高尔夫·网球,http://113.109.55.170:6328/rtp/239.253.43.12:5146
风云剧场高清,http://113.109.55.170:6328/udp/239.253.43.26:5146
风云音乐高清,http://113.109.55.170:6328/udp/239.253.43.29:5146
魅力时尚_标,http://113.109.55.170:6328/rtp/239.77.0.110:5146
魅力时尚_标,http://113.109.55.170:6328/rtp/239.77.1.88:5146
央视精品高清,http://113.109.55.170:6328/udp/239.253.43.27:5146
4K极清体验_标,http://113.109.55.170:6328/rtp/239.77.1.172:5146
4k测试频道8,http://113.109.55.170:6328/rtp/239.77.0.249:5146
中国交通,http://113.109.55.170:6328/udp/239.77.1.249:5146
中国交通_标,http://113.109.55.170:6328/rtp/239.77.1.249:5146
中国天气_标,http://113.109.55.170:6328/rtp/239.77.1.143:5146
中国教育-1高清,http://113.109.55.170:6328/udp/239.77.0.200:5146
先锋乒羽_标,http://113.109.55.170:6328/rtp/239.77.1.208:5146
兵器科技高清,http://113.109.55.170:6328/udp/239.253.43.18:5146
CETV,#genre#
CETV-1,http://113.109.55.170:6328/rtp/239.77.0.200:5146
CETV-1,http://113.109.55.170:6328/rtp/239.77.1.222:5146
CETV-1_标,http://113.109.55.170:6328/rtp/239.77.0.82:5146
CETV-1_标,http://113.109.55.170:6328/rtp/239.77.1.46:5146
CETV-2_标,http://113.109.55.170:6328/rtp/239.77.0.28:5146
CETV-2_标,http://113.109.55.170:6328/rtp/239.77.1.69:5146
CETV-4,http://113.109.55.170:6328/rtp/239.253.43.40:5146
CETV-4_标,http://113.109.55.170:6328/rtp/239.77.0.29:5146
CETV-4_标,http://113.109.55.170:6328/rtp/239.77.1.68:5146
CETV-早期教育http://113.109.55.170:6328/rtp/239.77.0.180:5146
CGTV,#genre#
CGTN,http://113.109.55.170:6328/rtp/239.77.0.199:5146
CGTNESPAÑOL,http://113.109.55.170:6328/rtp/239.77.0.221:5146
CGTNFRANÇAIS,http://113.109.55.170:6328/rtp/239.77.0.228:5146
CGTN_标,http://113.109.55.170:6328/rtp/239.77.0.45:5146
CGTN_标,http://113.109.55.170:6328/rtp/239.77.1.27:5146
CGTNРУССКИЙ,http://113.109.55.170:6328/rtp/239.253.43.201:5146
CGTNالعربية,http://113.109.55.170:6328/rtp/239.253.43.200:5146
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://113.109.55.170:6328/hls/34/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://113.109.55.170:6328/hls/35/index.m3u8
CHC高清电影,http://113.109.55.170:6328/rtp/239.77.0.27:5146
CHC高清电影,http://113.109.55.170:6328/udp/239.77.0.27:5146
CTV5＋体育高清,http://113.109.55.170:6328/udp/239.77.0.87:5146
IPTV,#genre#
IPTV法治_标,http://113.109.55.170:6328/rtp/239.77.0.102:5146
IPTV法治_标,http://113.109.55.170:6328/rtp/239.77.1.86:5146
IPTV相声小品_标,http://113.109.55.170:6328/rtp/239.77.0.100:5146
IPTV相声小品_标,http://113.109.55.170:6328/rtp/239.77.1.84:5146
IPTV谍战剧场,http://113.109.55.170:6328/udp/239.77.0.99:5146
IPTV谍战剧场_标,http://113.109.55.170:6328/rtp/239.77.0.99:5146
IPTV谍战剧场_标,http://113.109.55.170:6328/rtp/239.77.1.83:5146
IPTV野外_标,http://113.109.55.170:6328/rtp/239.77.0.101:5146
IPTV野外_标,http://113.109.55.170:6328/rtp/239.77.1.85:5146
少儿频道,#genre#
广东少儿,http://113.109.55.170:6328/rtp/239.77.0.250:5146
广东少儿_标,http://113.109.55.170:6328/rtp/239.77.0.12:5146
广东少儿高清,http://113.109.55.170:6328/udp/239.77.0.250:5146
金鹰卡通,http://113.109.55.170:6328/rtp/239.77.0.164:5146
金鹰卡通_标,http://113.109.55.170:6328/rtp/239.77.0.80:5146
金鹰卡通_标,http://113.109.55.170:6328/rtp/239.77.1.52:5146
金鹰卡通高清,http://113.109.55.170:6328/udp/239.77.0.164:5146
金鹰纪实,http://113.109.55.170:6328/rtp/239.77.0.160:5146
金鹰纪实,http://113.109.55.170:6328/rtp/239.77.1.217:5146
金鹰纪实,http://113.109.55.170:6328/rtp/239.77.0.162:5146
金鹰纪实高清测试,http://113.109.55.170:6328/udp/239.77.0.160:5146
KAKU少儿_标,http://113.109.55.170:6328/rtp/239.77.0.79:5146
KAKU少儿_标,http://113.109.55.170:6328/rtp/239.77.1.50:5146
优优宝贝_标,http://113.109.55.170:6328/rtp/239.77.1.193:5146
优漫卡通,http://113.109.55.170:6328/udp/239.77.0.222:5146
优漫卡通_标,http://113.109.55.170:6328/rtp/239.77.0.222:5146
优漫卡通_标,http://113.109.55.170:6328/rtp/239.77.1.79:5146
书画_标,http://113.109.55.170:6328/rtp/239.77.1.115:5146
卡酷动画,http://113.109.55.170:6328/udp/239.77.0.79:5146
哈哈炫动_标,http://113.109.55.170:6328/rtp/239.77.0.81:5146
哈哈炫动_标,http://113.109.55.170:6328/rtp/239.77.1.139:5146
嘉佳卡通,http://113.109.55.170:6328/rtp/239.77.0.179:5146
嘉佳卡通_标,http://113.109.55.170:6328/rtp/239.77.0.13:5146
嘉佳卡通_标,http://113.109.55.170:6328/rtp/239.77.1.15:5146
嘉佳卡通高清,http://113.109.55.170:6328/udp/239.77.0.179:5146
四屏跨年直播_标,http://113.109.55.170:6328/rtp/239.77.1.209:5146
少儿动画,http://113.109.55.170:6328/udp/239.77.0.109:5146
少儿动画_标,http://113.109.55.170:6328/rtp/239.77.0.109:5146
少儿动画_标,http://113.109.55.170:6328/rtp/239.77.1.91:5146
早期教育高清,http://113.109.55.170:6328/udp/239.77.0.180:5146
炫动卡通,http://113.109.55.170:6328/udp/239.77.0.81:5146
环球奇观_标,http://113.109.55.170:6328/rtp/239.77.1.198:5146
环球旅游_标,http://113.109.55.170:6328/rtp/239.77.1.202:5146
梨园_标,http://113.109.55.170:6328/rtp/239.77.1.100:5146
梨园频道HD,http://113.109.55.170:6328/udp/239.77.1.100:5146
武术世界_标,http://113.109.55.170:6328/rtp/239.77.1.108:5146
电影轮播记录频道,#genre#
cctv6,http://aiyun.work.gd/1905.php?id=cctv6
cctv6,http://mhq.yundown.cf/1905.php?id=cctv6
国外经典,http://mhq.yundown.cf/1905.php?id=1905a

国外经典,http://aiyun.work.gd/1905.php?id=1905a
国内经典,http://mhq.yundown.cf/1905.php?id=1905b
国内经典,http://aiyun.work.gd/1905.php?id=1905b
怀旧剧场高清,http://113.109.55.170:6328/udp/239.253.43.25:5146
东森电影,http://113.109.55.170:6328/hls/32/index.m3u8
东森电影,http://lcx-olt.8866.org:8181/tsfile/live/1075_1.m3u8
PPTV-1_标,http://113.109.55.170:6328/rtp/239.77.1.183:5146
PPTV-2_标,http://113.109.55.170:6328/rtp/239.77.1.184:5146
PPTV-3_标,http://113.109.55.170:6328/rtp/239.77.1.185:5146
PPTV-4_标,http://113.109.55.170:6328/rtp/239.77.1.186:5146
YY电影–成龙,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=34460526
YY电影–成龙,http://106.53.212.251/daili/yy.php?id=1354888751
华语电影,http://epg.112114.xyz/douyu/3928
天映经典,http://113.109.55.170:6328/hls/85/index.m3u8
天映经典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8
林正英电影,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353685311
热播剧场,http://113.109.55.170:6328/udp/239.77.0.106:5146
热播剧场_标,http://113.109.55.170:6328/rtp/239.77.0.106:5146
热播剧场_标,http://113.109.55.170:6328/rtp/239.77.1.90:5146
经典再现,http://113.109.55.170:6328/rtp/239.10.0.130:5140
经典电影,http://113.109.55.170:6328/udp/239.77.0.104:5146
经典电影_标,http://113.109.55.170:6328/rtp/239.77.0.104:5146
经典电影_标,http://113.109.55.170:6328/rtp/239.77.1.89:5146
邵氏影院,http://epg.112114.xyz/douyu/4246519
虎牙香港电影,http://epg.112114.xyz/huya/11602058
豆瓣电影,http://diyp.112114.xyz/douyu/8770422
生态环境_标,http://113.109.55.170:6328/rtp/239.253.43.42:5146
旅游,http://113.109.55.170:6328/rtp/239.77.1.102:5146
求索纪录_标,http://113.109.55.170:6328/rtp/239.77.0.21:5146
种养新影中学生_标,http://113.109.55.170:6328/rtp/239.77.1.195:5146
种养新影老故事_标,http://113.109.55.170:6328/rtp/239.77.0.220:5146
种养新影老故事_标,http://113.109.55.170:6328/rtp/239.77.1.197:5146
第一剧场高清,http://113.109.55.170:6328/udp/239.253.43.28:5146
精选4k频道3,http://113.109.55.170:6328/rtp/239.77.0.153:5146
精选频道2_标,http://113.109.55.170:6328/rtp/239.77.0.185:5146
纪实人文,http://113.109.55.170:6328/rtp/239.77.0.147:5146
纪实人文,http://113.109.55.170:6328/rtp/239.77.1.216:5146
经济科教超清,http://113.109.55.170:6328/udp/239.77.0.167:5146
芒果TV_标,http://113.109.55.170:6328/rtp/239.77.1.192:5146
茶频道,http://113.109.55.170:6328/rtp/239.77.1.207:5146
茶频道_标,http://113.109.55.170:6328/rtp/239.77.0.15:5146
车迷_标,http://113.109.55.170:6328/rtp/239.253.43.41:5146
证券服务_标,http://113.109.55.170:6328/rtp/239.0.1.32:5110
财富天下_标,http://113.109.55.170:6328/rtp/239.77.0.113:5146
财富天下_标,http://113.109.55.170:6328/rtp/239.77.1.81:5146
靓妆_标,http://113.109.55.170:6328/rtp/239.77.0.212:5146
靓妆_标,http://113.109.55.170:6328/rtp/239.77.1.118:5146
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://113.109.55.170:6328/PLTV/88888888/224/3221225764/index.m3u8
卫视频道,#genre#
广东卫视,http://113.109.55.170:6328/rtp/239.77.0.84:5146
广东卫视,http://113.109.55.170:6328/rtp/239.77.1.19:5146
广东卫视,http://113.109.55.170:6328/rtp/239.77.0.166:5146
广东卫视,http://113.109.55.170:6328/rtp/239.77.1.152:5146
广东卫视_标,http://113.109.55.170:6328/rtp/239.77.0.2:5146
广东卫视_标,http://113.109.55.170:6328/rtp/239.77.1.2:5146
广东卫视超清,http://113.109.55.170:6328/udp/239.77.0.166:5146
陕西卫视,http://113.109.55.170:6328/udp/239.77.0.68:5146
陕西卫视_标,http://113.109.55.170:6328/rtp/239.77.0.68:5146
陕西卫视_标,http://113.109.55.170:6328/rtp/239.77.1.54:5146
青海卫视,http://113.109.55.170:6328/udp/239.77.0.71:5146
青海卫视_标,http://113.109.55.170:6328/rtp/239.77.0.71:5146
青海卫视_标,http://113.109.55.170:6328/rtp/239.77.1.70:5146
三沙卫视_标,http://113.109.55.170:6328/rtp/239.77.0.152:5146
三沙卫视_标,http://113.109.55.170:6328/rtp/239.77.1.117:5146
三沙卫视高清,http://113.109.55.170:6328/udp/239.253.43.113:5146
东南卫视,http://113.109.55.170:6328/rtp/239.77.0.146:5146
东南卫视,http://113.109.55.170:6328/rtp/239.77.1.104:5146
东南卫视_标,http://113.109.55.170:6328/rtp/239.77.0.65:5146
东南卫视_标,http://113.109.55.170:6328/rtp/239.77.1.213:5146
东南卫视高清,http://113.109.55.170:6328/udp/239.77.0.146:5146
东方卫视,http://113.109.55.170:6328/rtp/239.77.0.98:5146
东方卫视,http://113.109.55.170:6328/rtp/239.77.1.218:5146
东方卫视,http://113.109.55.170:6328/rtp/239.77.1.156:5146
东方卫视_标,http://113.109.55.170:6328/rtp/239.77.0.49:5146
东方卫视_标,http://113.109.55.170:6328/rtp/239.77.1.48:5146
东方卫视高清,http://113.109.55.170:6328/udp/239.77.0.98:5146
云南卫视,http://113.109.55.170:6328/rtp/239.253.43.100:5146
云南卫视,http://113.109.55.170:6328/rtp/239.253.43.37:5146
云南卫视_标,http://113.109.55.170:6328/rtp/239.77.0.62:5146
云南卫视_标,http://113.109.55.170:6328/rtp/239.77.1.72:5146
云南卫视高清,http://113.109.55.170:6328/udp/239.253.43.100:5146
厦门卫视,http://113.109.55.170:6328/udp/239.77.0.96:5146
厦门卫视_标,http://113.109.55.170:6328/rtp/239.77.0.96:5146
吉林卫视,http://113.109.55.170:6328/rtp/239.77.0.150:5146
吉林卫视,http://113.109.55.170:6328/rtp/239.77.1.111:5146
吉林卫视_标,http://113.109.55.170:6328/rtp/239.77.0.67:5146
吉林卫视_标,http://113.109.55.170:6328/rtp/239.77.1.45:5146
吉林卫视高清,http://113.109.55.170:6328/udp/239.77.0.150:5146
吉林延边卫视,http://113.109.55.170:6328/udp/239.77.0.10:5146
四川卫视,http://113.109.55.170:6328/rtp/239.77.0.159:5146
四川卫视,http://113.109.55.170:6328/rtp/239.77.1.215:5146
四川卫视,http://113.109.55.170:6328/rtp/239.77.0.163:5146
四川卫视_标,http://113.109.55.170:6328/rtp/239.77.0.60:5146
四川卫视_标,http://113.109.55.170:6328/rtp/239.77.1.30:5146
四川卫视高清,http://113.109.55.170:6328/udp/239.77.0.159:5146
兵团卫视,http://113.109.55.170:6328/udp/239.77.0.77:5146
兵团卫视_标,http://113.109.55.170:6328/rtp/239.77.0.77:5146
兵团卫视_标,http://113.109.55.170:6328/rtp/239.77.1.80:5146
内蒙古卫视,http://113.109.55.170:6328/udp/239.77.0.70:5146
内蒙古卫视_标,http://113.109.55.170:6328/rtp/239.77.0.70:5146
内蒙古卫视_标,http://113.109.55.170:6328/rtp/239.77.1.55:5146
北京卫视,http://113.109.55.170:6328/rtp/239.77.0.91:5146
北京卫视,http://113.109.55.170:6328/rtp/239.77.1.4:5146
北京卫视,http://113.109.55.170:6328/rtp/239.77.1.151:5146
北京卫视_标,http://113.109.55.170:6328/rtp/239.77.0.51:5146
北京卫视_标,http://113.109.55.170:6328/rtp/239.77.1.14:5146
北京卫视高清,http://113.109.55.170:6328/udp/239.77.0.91:5146
大湾区卫视,http://113.109.55.170:6328/rtp/239.77.0.215:5146
大湾区卫视,http://113.109.55.170:6328/udp/239.77.0.215:5146
大湾区卫视_标,http://113.109.55.170:6328/rtp/239.77.0.9:5146
大湾区卫视_标,http://113.109.55.170:6328/rtp/239.77.1.12:5146
大湾区卫视高清,http://113.109.55.170:6328/udp/239.77.0.215:5146
天津卫视,http://113.109.55.170:6328/rtp/239.77.0.97:5146
天津卫视,http://113.109.55.170:6328/rtp/239.77.1.141:5146
天津卫视,http://113.109.55.170:6328/rtp/239.77.0.131:5146
天津卫视,http://113.109.55.170:6328/rtp/239.77.1.182:5146
天津卫视_标,http://113.109.55.170:6328/rtp/239.77.0.52:5146
天津卫视_标,http://113.109.55.170:6328/rtp/239.77.1.37:5146
天津卫视超清,http://113.109.55.170:6328/udp/239.77.0.131:5146
山东卫视,http://113.109.55.170:6328/rtp/239.77.0.94:5146
山东卫视,http://113.109.55.170:6328/rtp/239.77.1.142:5146
山东卫视,http://113.109.55.170:6328/rtp/239.77.0.132:5146
山东卫视,http://113.109.55.170:6328/rtp/239.77.1.153:5146
山东卫视_标,http://113.109.55.170:6328/rtp/239.77.0.53:5146
山东卫视_标,http://113.109.55.170:6328/rtp/239.77.1.66:5146
山东卫视高清,http://113.109.55.170:6328/udp/239.77.0.94:5146
山东教育卫视_标,http://113.109.55.170:6328/rtp/239.77.0.83:5146
山东教育卫视_标,http://113.109.55.170:6328/rtp/239.77.1.35:5146
山西卫视,http://113.109.55.170:6328/udp/239.77.0.69:5146
山西卫视_标,http://113.109.55.170:6328/rtp/239.77.0.69:5146
山西卫视_标,http://113.109.55.170:6328/rtp/239.77.1.74:5146
宁夏卫视,http://113.109.55.170:6328/udp/239.77.0.73:5146
宁夏卫视_标,http://113.109.55.170:6328/rtp/239.77.0.73:5146
宁夏卫视_标,http://113.109.55.170:6328/rtp/239.77.1.47:5146
安徽卫视,http://113.109.55.170:6328/rtp/239.77.0.183:5146
安徽卫视,http://113.109.55.170:6328/rtp/239.77.1.92:5146
安徽卫视,http://113.109.55.170:6328/rtp/239.77.1.157:5146
安徽卫视_标,http://113.109.55.170:6328/rtp/239.77.0.50:5146
安徽卫视_标,http://113.109.55.170:6328/rtp/239.77.1.13:5146
安徽卫视高清,http://113.109.55.170:6328/udp/239.77.0.183:5146
广西卫视,http://113.109.55.170:6328/rtp/239.77.0.139:5146
广西卫视,http://113.109.55.170:6328/rtp/239.253.43.36:5146
广西卫视_标,http://113.109.55.170:6328/rtp/239.77.0.66:5146
广西卫视_标,http://113.109.55.170:6328/rtp/239.77.1.59:5146
广西卫视高清,http://113.109.55.170:6328/udp/239.77.0.139:5146
延边卫视_标,http://113.109.55.170:6328/rtp/239.77.0.10:5146
延边卫视_标,http://113.109.55.170:6328/rtp/239.77.1.99:5146
江苏卫视,http://113.109.55.170:6328/rtp/239.77.0.90:5146
江苏卫视,http://113.109.55.170:6328/rtp/239.77.1.18:5146
江苏卫视,http://113.109.55.170:6328/rtp/239.77.0.126:5146
江苏卫视,http://113.109.55.170:6328/rtp/239.77.1.149:5146
江苏卫视_标,http://113.109.55.170:6328/rtp/239.77.0.48:5146
江苏卫视_标,http://113.109.55.170:6328/rtp/239.77.1.40:5146
江苏卫视高清,http://113.109.55.170:6328/udp/239.77.0.90:5146
江西卫视,http://113.109.55.170:6328/rtp/239.77.0.149:5146
江西卫视,http://113.109.55.170:6328/rtp/239.77.1.219:5146
江西卫视_标,http://113.109.55.170:6328/rtp/239.77.0.54:5146
江西卫视_标,http://113.109.55.170:6328/rtp/239.77.1.73:5146
江西卫视高清,http://113.109.55.170:6328/udp/239.77.0.149:5146
湖北卫视,http://113.109.55.170:6328/rtp/239.77.0.95:5146
湖北卫视,http://113.109.55.170:6328/rtp/239.77.1.93:5146
湖北卫视,http://113.109.55.170:6328/rtp/239.77.0.128:5146
湖北卫视,http://113.109.55.170:6328/rtp/239.77.1.174:5146
湖北卫视_标,http://113.109.55.170:6328/rtp/239.77.0.56:5146
湖北卫视_标,http://113.109.55.170:6328/rtp/239.77.1.44:5146
湖北卫视超清,http://113.109.55.170:6328/udp/239.77.0.128:5146
湖南卫视,http://113.109.55.170:6328/rtp/239.77.0.88:5146
湖南卫视,http://113.109.55.170:6328/rtp/239.77.1.5:5146
湖南卫视,http://113.109.55.170:6328/rtp/239.77.0.127:5146
湖南卫视,http://113.109.55.170:6328/rtp/239.77.1.129:5146
湖南卫视_标,http://113.109.55.170:6328/rtp/239.77.0.46:5146
湖南卫视_标,http://113.109.55.170:6328/rtp/239.77.1.29:5146
湖南卫视超清,http://113.109.55.170:6328/udp/239.77.0.127:5146
