解锁,#genre#
06/25 23:30 欧洲杯小组赛 法国vs波兰 江忠德,https://livednow.com/migu/918809995?sign=gAAAAABmepgEcjL9XwqxclErKrqfmpBxraJK0deYYTl4Xe9cUs0CEqJjzeOAuhJr7sXbUyAJRMyeGRghvT_tZM8id3ohwYF8rEhQLgjpc3X1iDcDdLLqh2x7eX3-jiy0Moy_JidAQFgQjeccaYDMNB3247jp5UnI6IGDnftcn7RNGWLpeNKhtYpcgedPh1Y9BxPpHkfetf7iMDF8yhOxjd3_VMRkmGgw3Q%3D%3D
06/25 23:30 欧洲杯小组赛 法国vs波兰 赛场原声,https://livednow.com/migu/918678722?sign=gAAAAABmepgEW3tjz0OsMVfAFi-FKy__gyBmzrxcAzH_d9g8YrWttGkA8zdPmkHufQSf9F4LHM8CHNzRR253clE9et9jq396P_s8s7hk6PB_t19fDQYTPpXT34S8Js_Ar4fDJjiE4dtNJ-8b0EvBqXAqZRvDCev14TyeB6QZyJYMvbyoB9DHqLrCf6DQ0R4x0nPmvt6jAFtqb8rHDDG0pl20R208OcrJjA%3D%3D
06/25 23:30 欧洲杯小组赛 法国vs波兰 AVS3,https://livednow.com/migu/918678306?sign=gAAAAABmepgEijPxFYtrBbG2sRQ7jUuPPqBgTZwnke4asQPVigVY-XCrBNww8gcXA1FkSdI0SqmueiyOMZk8YUGldE7qMOuq7EftHwY5PVmjoDRgO7-diICr5_osNACGoJJ4vgh4laa5fEj9SsseZtxIl-0HB-wvxLSotzEpZqIXgkkTtjX8N0T9miTwmwbbGTrnZRNygxQZYZpn2m2bRVQ2IdH466qyWg%3D%3D
06/26 02:30 欧洲杯小组赛 丹麦vs塞尔维亚 刘腾、李毅、李子琪,https://livednow.com/migu/918680080?sign=gAAAAABmepgE9J0OFbkfMp1SRdTokuaAndMpvPxb1J6xLce0mRh20ixtza_fJXu0azYdSKpsaUQ88iZUEmUAv9kAjmwRd7SMK11JJgnE6vPPLrONYE7_KZ3KZS7uycwwykkZLn7NZQ3RH3GTBYO03Nu-enDTOyX_Ei_YZy31b8Ly3uD5-dcjZwnZxL8WeamUYwXzASe4Ptan3Zwgb8PApOteTq3Wx76pSA%3D%3D
06/26 02:30 欧洲杯小组赛 丹麦vs塞尔维亚 赛场原声,https://livednow.com/migu/918679855?sign=gAAAAABmepgEcJa-xsbcE_K1yYHtJY80PGDHcJ5tsDS5umOR40jLjxE3yHy0lJarBfgA4JX-dWz0Y8pmZz9ZLh0_O5yJ7BA_M_zZB9rGx3W_I2AdNzZKj8_5RsFkwfR0JBXNAgbgLikH9kC6bAbaJ8nGW4ePCp2n48BV-YP7jvw1vXJcl0Nfcsmbf93FCPKj0zombKKUiqy6X-DavlgunavnBCRZKneNQA%3D%3D


咪咕 欧洲杯 1,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive01
咪咕 欧洲杯 2,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive02
咪咕 欧洲杯 3,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive03
CCTV-5 体育,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8?token=93742ae45d857eb76d5fde4280c09546
Nowe Sports 618（直连,https://cloud.wujiyan.cc/f/mw2sQ/1.mp4
Now Sports 3,http://cdn.1678520.xyz/xsj.php?id=now-sports-3
ViuTV,http://zsntlqj.xicp.net:8895/bysid/99.m3u8
德国欧洲杯原声: FUSSBALL.TV 1 FHD,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/639321.m3u8
德国欧洲杯原声: FUSSBALL.TV 1ᵁᴴᴰ,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/639320.m3u8
德国欧洲杯原声: FUSSBALL.TV 2 FHD,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/639318.m3u8
德国欧洲杯原声: FUSSBALL.TV 2ᵁᴴᴰ,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/639317.m3u8
德国欧洲杯原声: FUSSBALL.TV 3 FHD,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/639316.m3u8
德国欧洲杯原声: FUSSBALL.TV 3ᵁᴴᴰ,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/639314.m3u8
罗马尼亚 4K,http://doubleclicktv.live/70376812/52663544/325451
beIN SPORTS 4K,http://doubleclicktv.live/70376812/52663544/327643
beIN体育 4K,http://doubleclicktv.live/70376812/52663544/325450
美国VIX+,http://doubleclicktv.live/70376812/52663544/250784
波兰TVP 1 HD,http://doubleclicktv.live/70376812/52663544/325457
beIN体育 HD,http://doubleclicktv.live/70376812/52663544/325455

综合,#genre#
靖天电影台,http://37.27.111.214:8080/live/18/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8

TVB星河,http://171.108.239.76:8181/tsfile/live/1005_1.m3u8
天映经典,http://171.108.239.76:8181/tsfile/live/1009_1.m3u8
东森电影,http://171.108.239.76:8181/tsfile/live/1010_1.m3u8
东森洋片,http://171.108.239.76:8181/tsfile/live/1016_1.m3u8
龙祥時代,http://171.108.239.76:8181/tsfile/live/1011_1.m3u8
私人影院,http://171.108.239.76:8181/tsfile/live/1014_1.m3u8

美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
TVB功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8

东森电影,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
TVB星河,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8

CCTV6,http://yubox.xyz/php/1905.php?id=cctv6
1905A,http://yubox.xyz/php/1905.php?id=1905a
1905B,http://yubox.xyz/php/1905.php?id=1905b

纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
经典影视,http://ali.hlspull.yximgs.com/live/asdfg32516.flv
经典电影,http://ali.hlspull.yximgs.com/live/asdfg32522.flv


4K.动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
AMC 电影,http://61.221.215.25:8800/hls/43/index.m3u8
AMC 电影,http://mywlkj.ddns.net:754/tv/tw3.php?id=7
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
韩流歌团,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239960909980.mp4
韩流歌团A,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240225803033.mp4
韩流歌团B,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240229579224.mp4
韩流歌团C,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239993533054.mp4
韩流歌团D,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994225085.mp4
韩流歌团E,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239989445779.mp4
韩流歌团F,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240184339138.mp4
GAONCHART,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240191295627.mp4
黑铁的鱼影,https://play.mtle.cn/Vtche/BF/2293181193.m3u8
茶啊二中,https://play.mtle.cn/Vtche/BF/3852069434.m3u8
末路狂花钱,https://play.mtle.cn/Vtche/BF/1871792888.m3u8
双重间谍,https://47.96.255.149/Vtche/LZ/2371361776.m3u8
荒野2024,https://play.mtle.cn/Vtche/BF/1540878757.m3u8
涉过愤怒的海,https://play.mtle.cn/Vtche/BF/2633622928.m3u8
失落的王国,https://play.mtle.cn/Vtche/BF/3306242891.m3u8
英雄无归,https://play.mtle.cn/Vtche/YZ/1311342372.m3u8
英年早婚,https://play.mtle.cn/Vtche/BF/1889465399.m3u8
复仇保姆,https://v.gsuus.com/play/xbozkELa/index.m3u8
犯罪都市4,https://v.gsuus.com/play/PdRAJK0b/index.m3u8
我盛大的希腊婚礼3,https://play.mtle.cn/Vtche/BF/2794263343.m3u8
不要走散好不好,https://play.mtle.cn/Vtche/BF/1634655761.m3u8
原谅我2023,https://47.96.255.149/Vtche/FF/2861550472.m3u8
踢球吧少年,https://play.mtle.cn/Vtche/YZ/2907708766.m3u8
恰好遇见你,https://play.mtle.cn/Vtche/YZ/1906166896.m3u8
諜影特攻,https://play.mtle.cn/Vtche/FF/3716884731.m3u8
命运转盘,https://play.mtle.cn/Vtche/BF/199064276.m3u8
只要活着,https://47.96.255.149/Vtche/BF/96697205.m3u8
梅根,https://47.96.255.149/Vtche/BF/1272945988.m3u8
钟声2024,https://play.mtle.cn/Vtche/BF/1347166429.m3u8
宠爱2024,https://play.mtle.cn/Vtche/BF/1705416452.m3u8
网军部队,https://v.gsuus.com/play/nego8Rje/index.m3u8
普通天使,https://play.mtle.cn/Vtche/FF/2469257920.m3u8
普通天使,https://leshiyuncdn.36s.top/20240505/0Zpn9l3m/2000kb/hls/index.m3u8
噬血芭蕾,https://play.mtle.cn/Vtche/BF/3921853544.m3u8
屋中异蛛,https://play.mtle.cn/Vtche/BF/1447495723.m3u8
警察之战,https://v.gsuus.com/play/zbqBnoRd/index.m3u8
睡觉时眼睛睁开,https://play.mtle.cn/Vtche/LZ/3114388712.m3u8
鲨齿险滩,https://v.gsuus.com/play/PdRAkyRb/index.m3u8
假想友,https://play.mtle.cn/Vtche/BF/401600629.m3u8
无糖霜,https://play.mtle.cn/Vtche/BF/1328241605.m3u8
帝国崛起,https://play.mtle.cn/Vtche/BF/3913589194.m3u8
猎者之心,https://play.mtle.cn/Vtche/BF/1553989094.m3u8
虚假教会,https://v.gsuus.com/play/xe7Z72Od/index.m3u8
荧屏在发光,https://v.gsuus.com/play/xboz9j3a/index.m3u8
超能一家人,https://play.mtle.cn/Vtche/BF/341553552.m3u8
恐惧的代价2024,https://play.mtle.cn/Vtche/BF/1600647184.m3u8
血统杀人魔,https://play.mtle.cn/Vtche/FF/2828093172.m3u8
暗影守卫,https://v.gsuus.com/play/0dNw2RLe/index.m3u8
再会亡灵,https://play.mtle.cn/Vtche/BF/2261104976.m3u8
我亲爱的祖国,https://play.mtle.cn/Vtche/BF/2344939571.m3u8
龙狱天棺,https://play.mtle.cn/Vtche/BF/799097310.m3u8
撒旦来临,https://play.mtle.cn/Vtche/BF/3283322978.m3u8
特技狂人,https://play.mtle.cn/Vtche/LS/1474083345.m3u8
天坑鹰猎,https://play.mtle.cn/Vtche/LS/307380156.m3u8
七圣伏魔,https://play.mtle.cn/Vtche/BF/3525854978.m3u8
妖神令,https://play.mtle.cn/Vtche/BF/1033808992.m3u8
大兽,https://play.mtle.cn/Vtche/BF/4032145365.m3u8
害虫2023,https://play.mtle.cn/Vtche/BF/2831513540.m3u8
恐惧暗夜,https://play.mtle.cn/Vtche/BF/755981706.m3u8
暴民之地,https://play.mtle.cn/Vtche/YZ/3000208636.m3u8
大努努的小劫案,https://play.mtle.cn/Vtche/FF/2478040989.m3u8
终极追捕,https://v.gsuus.com/play/ZdPyA6le/index.m3u8
浩哥闹县衙,https://play.mtle.cn/Vtche/BF/1317211980.m3u8
黑水岭,https://play.mtle.cn/Vtche/BF/2759835166.m3u8
出租家人,https://play.mtle.cn/Vtche/YZ/2594092635.m3u8
危险证据,https://play.mtle.cn/Vtche/YZ/587153516.m3u8
第三个嫌疑人,https://play.mtle.cn/Vtche/BF/3666985849.m3u8
前途海量,https://play.mtle.cn/Vtche/BF/3159621484.m3u8
异域狼孩,https://play.mtle.cn/Vtche/YZ/2943406270.m3u8
林都奇谭,https://play.mtle.cn/Vtche/BF/3737476689.m3u8
银河写手,https://play.mtle.cn/Vtche/BF/4166845402.m3u8
囧爸,https://play.mtle.cn/Vtche/BF/1617368811.m3u8
孤胆,https://play.mtle.cn/Vtche/BF/3694366353.m3u8
喧嚣,https://play.mtle.cn/Vtche/BF/52248916.m3u8
护航,https://play.mtle.cn/Vtche/LZ/1897172032.m3u8
美国内战,https://v5.pe12369.com/202405/16/FJhkWUi8yD7/video/2000k_0X1080_64k_25/hls/index.m3u8
美国内战,https://play.mtle.cn/Vtche/BF/2623790922.m3u8
行动代号黑衣人,https://v.gsuus.com/play/Pe9Zy1za/index.m3u8
猿猴大战机械猿猴,https://play.mtle.cn/Vtche/BF/1958770983.m3u8
狂暴巨蜥,https://play.mtle.cn/Vtche/BF/1857870311.m3u8
告密者2023,https://play.mtle.cn/Vtche/YZ/3230209902.m3u8
三叶草喷火战斗机,https://v.gsuus.com/play/QdJpRmva/index.m3u8
泳池管理员,https://v91.pe12369.com/202405/16/mEXYjXg75j15/video/2000k_0X1080_64k_25/hls/index.m3u8
手2022,https://play.mtle.cn/Vtche/FF/3461939119.m3u8
花芯,https://play.mtle.cn/Vtche/BF/3894251902.m3u8
非官方行动,https://47.96.255.149/Vtche/BF/3126611226.m3u8
觅渡,https://47.96.255.149/Vtche/YZ/747359200.m3u8
小晓,https://47.96.255.149/Vtche/YZ/3308687206.m3u8
小晓,https://play.mtle.cn/Vtche/FF/1087174475.m3u8
盟军敢死队,https://47.96.255.149/Vtche/BF/2052795348.m3u8
火星特快,https://47.96.255.149/Vtche/YZ/747374161.m3u8
火星特快,https://play.mtle.cn/Vtche/LZ/2457119476.m3u8
睡枕派对大屠杀,https://47.96.255.149/Vtche/BF/1761817580.m3u8
猩球崛起 新世界PV,https://play.mtle.cn/Vtche/LS/3089175619.m3u8
猩球崛起 新世界,https://47.96.255.149/Vtche/BF/1372434436.m3u8
特技狂人PV,https://play.mtle.cn/Vtche/LS/2367373397.m3u8
朝云暮雨PV,https://play.mtle.cn/Vtche/LS/2979338458.m3u8
彷徨之刃PV,https://play.mtle.cn/Vtche/LS/2826260724.m3u8
蜜月团团转,https://play.mtle.cn/Vtche/FF/86793991.m3u8
暗黑游戏,https://v.gsuus.com/play/xbo4owYd/index.m3u8
战士,https://play.mtle.cn/Vtche/BF/2337749173.m3u8
世外桃源,https://youku.play-cdn23.com/20240508/13071_ffcf18b1/2000k/hls/mixed.m3u8
怒火战猴,https://tudou.play-cdn23.com/20240425/12484_10eff3bc/2000k/hls/mixed.m3u8
怒火战猴,https://hn.bfvvs.com/play/1aMvN9Pb/index.m3u8
最佳精选,https://play.mtle.cn/Vtche/BF/1856414636.m3u8
刨根问底,https://play.mtle.cn/Vtche/BF/1522478707.m3u8
五次相亲,https://play.mtle.cn/Vtche/BF/1576149506.m3u8
冠军亚瑟,https://play.mtle.cn/Vtche/BF/3909402034.m3u8
冠军亚瑟,https://v.cdnlz2.com/20240428/30706_3c5618ab/2000k/hls/mixed.m3u8
凶手2024,https://play.mtle.cn/Vtche/LS/2335251051.m3u8
真爱历险,https://play.mtle.cn/Vtche/YZ/376719403.m3u8
如歌少年,https://play.mtle.cn/Vtche/BF/1491558364.m3u8
猎毒风云,https://play.mtle.cn/Vtche/BF/1752257111.m3u8
功夫乒乓,https://v.gsuus.com/play/kazj0mYa/index.m3u8
拨云见日,https://play.mtle.cn/Vtche/YZ/1295682789.m3u8
最后一镖,https://play.mtle.cn/Vtche/BF/1068485696.m3u8
奔跑吧梦想,https://play.mtle.cn/Vtche/YZ/234292481.m3u8
尸咒,https://play.mtle.cn/Vtche/BF/2164961404.m3u8
尸咒,https://v16.topbuzzcdn.com/2804e0c5441deace96394c5c981dae28/663a32ff/video/tos/alisg/tos-alisg-v-90231e-sg/oIsExiAaoBzEF2K5nwBPC1KWEfDS6UAiYGEOkg/?6080.mp4
卡布里尼,https://youku.play-cdn23.com/20240507/13028_4452724f/2000k/hls/mixed.m3u8
未经发现,https://v.gsuus.com/play/wdLrJXga/index.m3u8
致命塔罗,https://v.gsuus.com/play/wdLrJVja/index.m3u8
致命塔罗,https://hn.bfvvs.com/play/1aKqQVJd/index.m3u8
脱单舞会,https://play.mtle.cn/Vtche/LZ/2103548713.m3u8
美丽的叛逆,https://play.mtle.cn/Vtche/LZ/40061722.m3u8
舞魂,https://play.mtle.cn/Vtche/YZ/3641756617.m3u8
闪电侠,https://play.mtle.cn/Vtche/BF/71985393.m3u8
香水,https://play.mtle.cn/Vtche/LZ/4129852912.m3u8
傻傻爱你 傻傻爱我,https://play.mtle.cn/Vtche/LZ/3906770642.m3u8
对你的想象,https://play.mtle.cn/Vtche/BF/1938606593.m3u8
瓦塔妈咪,https://play.mtle.cn/Vtche/BF/1389925719.m3u8
小行星城,https://play.mtle.cn/Vtche/BF/288786297.m3u8
威廉泽罗的重建,https://play.mtle.cn/Vtche/YZ/2847100909.m3u8
恐惧医院,https://play.mtle.cn/Vtche/BF/7940455.m3u8
为巧克力而死,https://play.mtle.cn/Vtche/LZ/3768043131.m3u8
忍者启示录,https://play.mtle.cn/Vtche/FF/705422554.m3u8
我为钱狂,https://play.mtle.cn/Vtche/LS/3602213582.m3u8
迷途新娘,https://play.mtle.cn/Vtche/BF/37954393.m3u8
小小恶信件,https://play.mtle.cn/Vtche/BF/7565338.m3u8
人族的统治,https://play.mtle.cn/Vtche/YZ/3315659148.m3u8
异形大战忍者,https://play.mtle.cn/Vtche/YZ/3123374014.m3u8
马内克肖尔元帅,https://play.mtle.cn/Vtche/LS/3629814338.m3u8
狂暴巨狼,https://play.mtle.cn/Vtche/YZ/3156745031.m3u8
意,https://play.mtle.cn/Vtche/LS/2706377933.m3u8
喜丧,https://play.mtle.cn/Vtche/BF/437147475.m3u8
人注定,https://play.mtle.cn/Vtche/LS/1299121487.m3u8
路边野餐,https://play.mtle.cn/Vtche/BF/1204336299.m3u8
麻木,https://play.mtle.cn/Vtche/LS/3610151921.m3u8
铁拳男人,https://play.mtle.cn/Vtche/BF/2800981878.m3u8
绝对杀手,https://play.mtle.cn/Vtche/BF/4141939520.m3u8
闭上眼睛,https://play.mtle.cn/Vtche/YZ/3695194111.m3u8
地狱折磨,https://play.mtle.cn/Vtche/BF/35340180.m3u8
密阳,https://play.mtle.cn/Vtche/BF/2823807131.m3u8
宠爱,https://play.mtle.cn/Vtche/BF/1705416452.m3u8
警探奈特-侠盗,https://play.mtle.cn/Vtche/BF/2386992557.m3u8
神鬼任务,https://play.mtle.cn/Vtche/LZ/1295232453.m3u8
机密风云,https://play.mtle.cn/Vtche/LS/1370209474.m3u8
驯鹰者的崛起,https://play.mtle.cn/Vtche/BF/2736469171.m3u8
超人之死,https://play.mtle.cn/Vtche/YZ/301197538.m3u8
德伯力克2,https://47.96.255.149/Vtche/LS/2134432116.m3u8
正义联盟-战争世界,https://play.mtle.cn/Vtche/BF/260320353.m3u8
功夫熊猫4,https://sf16-sg.larksuitecdn.com/obj/tos-alisg-ve-0051c001-sg/oc48iPLHxlmAiusBXIAgZAizUddEYOTBiFLN4
熊出没逆转时空,https://tbmv.music.tc.qq.com/0b534ybyuaadl4afy4jsnztkfzwdrltahcqa.f140030.mp4?dis_k=38c52f1389111891bfb2b304ab78f3c5&dis_t=1714547982&local=1&fromtag=1061013
寻龙之幽冥地宫,https://play.mtle.cn/Vtche/YZ/3407662039.m3u8
斗破苍穹3 除恶,https://play.mtle.cn/Vtche/BF/2653021306.m3u8
被我弄丢的你,https://tbmv.music.tc.qq.com/0b53tqagyaaasyakboaysbtkdhgdnsoaa3aa.f140030.mp4?dis_k=03a5640ffb00efc637a9dd2886de6317&dis_t=1712906611
斯莱思狩猎传奇,https://play.mtle.cn/Vtche/BF/49453968.m3u8
曼殊沙华,https://s1.bfzycdn.com/video/manshushahua/HD%E5%9B%BD%E8%AF%AD/index.m3u8
流水落花,https://s6.bfzycdn.com/video/liushuiluohua/%E7%B2%A4%E8%AF%AD/index.m3u8
八座山,https://vip.lz-cdn3.com/20230420/18671_dd0a47bb/2000k/hls/mixed.m3u8
移动迷宫3,https://47.96.255.149/Vtche/LS/1500451533.m3u8
冰封之城,https://play.mtle.cn/Vtche/BF/1840605048.m3u8
黄雀在后,https://play.mtle.cn/Vtche/BF/1026470858.m3u8
夜叉之无间有情,https://v6.toutiaovod.com/5c0ad7061beac602a3b978f11e6dd1be/6639e436/video/tos/cn/tos-cn-v-6db89e/o4Iy1k0OlIDCgZAKTBse2eyDJtnAitErbgbqJJ/?6080.mp4
偷破天际线,https://v6.toutiaovod.com/fb15c89255b29014eb9bdee730c74c3a/6639efe9/video/tos/cn/tos-cn-v-6db89e/oYCgif5U80YizvsCaN3AVhQAQhhxA6NEiyZHE9/?6080.mp4
血爱成河,https://play.mtle.cn/Vtche/BF/4188373997.m3u8
月球叛军2,https://cdn.bytedance.cz01.org:81/m3/7d1879a41f1715177887/-tgYj0hkNyi85U_9I6gmx6sA4JHDyjDamfQ4dMRO9-XECIOluU04Mjpfw5FtsNLVjB3aiM2WqT7vqBx3_oaWhRsVq7a-ClMyfODjonyiRFI.m3u8
RU.忠贞,https://hnzy.bfvvs.com/play/DbDJ06el/index.m3u8
忠贞剧01,https://vip.ffzy-online1.com/20230519/39310_2f8344ee/2000k/hls/mixed.m3u8
忠贞剧02,https://vip.ffzy-online1.com/20230519/39311_3305ee42/2000k/hls/mixed.m3u8
忠贞剧03,https://vip.ffzy-online1.com/20230519/39312_e6e33146/2000k/hls/mixed.m3u8
忠贞剧04,https://vip.ffzy-online1.com/20230519/39313_01c99ec9/2000k/hls/mixed.m3u8
忠贞剧05,https://vip.ffzy-online1.com/20230519/39314_faafdb0f/2000k/hls/mixed.m3u8
忠贞剧06,https://vip.ffzy-online1.com/20230519/39315_bd8a4600/2000k/hls/mixed.m3u8
電影劇場✔原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分✔原,http://159.75.85.63:35455/douyu/8770422
豆瓣高分✔原,http://diyp.112114.xyz/douyu/8770422
漫威剧情✔原,http://159.75.85.63:35455/douyu/6140589
霍格沃茨✔原,http://159.75.85.63:35455/douyu/8814650
喜剧电影✔原,http://159.75.85.63:35455/douyu/9292492
鱼宝恐怖✔原,http://159.75.85.63:35455/douyu/1165374
战争电影✔原,https://live.metshop.top/yy/1382736865
STAR,http://154.yfvodcdn.com:8080/live/sf2xby6/hls.m3u8
TSN,http://154.yfvodcdn.com:8080/live/2cahbd9/hls.m3u8
HBO,http://154.yfvodcdn.com:8080/live/2mghbo02/hls.m3u8
韩国阿里郎,http://154.yfvodcdn.com:8080/live/hgArirang01/hls.m3u8
韩国阿里郎,http://154.yfvodcdn.com:8080/live/hgArirang02/hls.m3u8
韩国EBSKIDS,http://154.yfvodcdn.com:8080/live/hgEBSKids01/hls.m3u8
韩国TVWORKNET,http://154.yfvodcdn.com:8080/live/hgTVWorkNet/hls.m3u8
韩国GUGBANG,http://154.yfvodcdn.com:8080/live/hgGugbangTV01/hls.m3u8
韩国NBS,http://154.yfvodcdn.com:8080/live/hgNBS01/hls.m3u8
韩国EBS,http://154.yfvodcdn.com:8080/live/hgEBS01/hls.m3u8
韩国BTN,http://154.yfvodcdn.com:8080/live/hgBTNTV01/hls.m3u8
韩国EBSE,http://154.yfvodcdn.com:8080/live/hgEBSe01/hls.m3u8
韩国EBS2,http://154.yfvodcdn.com:8080/live/hgEBS21/hls.m3u8
NHK WORLD,http://154.yfvodcdn.com:8080/live/2sfrb2/hls.m3u8
CGN日本,http://154.yfvodcdn.com:8080/live/2sfrb1/hls.m3u8








辽宁,#genre#
辽宁卫视高清,http://yubox.xyz/php/lngd.php?id=058
辽宁都市高清,http://yubox.xyz/php/lngd.php?id=610
辽宁北方高清,http://yubox.xyz/php/lngd.php?id=071
辽宁生活高清,http://yubox.xyz/php/lngd.php?id=073
辽宁体育高清,http://yubox.xyz/php/lngd.php?id=611
辽宁影视剧高清,http://yubox.xyz/php/lngd.php?id=070
辽宁教育青少高清,http://yubox.xyz/php/lngd.php?id=075
辽宁经济高清,http://yubox.xyz/php/lngd.php?id=076
辽宁经济高清,http://yubox.xyz/php/lngd.php?id=480
辽宁公共高清,http://yubox.xyz/php/lngd.php?id=077
辽宁公共高清,http://yubox.xyz/php/lngd.php?id=481
北方导视高清,http://yubox.xyz/php/lngd.php?id=187
辽宁新动漫,http://yubox.xyz/php/lngd.php?id=140
沈阳新闻综合高清,http://yubox.xyz/php/lngd.php?id=059
抚顺综合,http://yubox.xyz/php/lngd.php?id=275
鞍山新闻综合,http://yubox.xyz/php/lngd.php?id=274
大连新闻综合,http://yubox.xyz/php/lngd.php?id=273
丹东新闻综合,http://yubox.xyz/php/lngd.php?id=276
